id,name,genre_id,unit_id,nutrition
93,かんきつ類,1,3,"{""fat"":0.3,""salt"":0,""protein"":0.5,""calories"":23,""carbohydrates"":0.1}"
94,鶏もも肉,2,1,"{""fat"":8.3,""salt"":0,""protein"":8.3,""calories"":102,""carbohydrates"":7.1}"
95,鶏むね肉,2,1,"{""fat"":8.4,""salt"":0,""protein"":10.7,""calories"":72.5,""carbohydrates"":3}"
96,鶏ささみ,2,1,"{""fat"":0,""salt"":0,""protein"":11.5,""calories"":52.5,""carbohydrates"":0.4}"
97,鶏手羽肉,2,1,"{""fat"":8.1,""salt"":0,""protein"":8.9,""calories"":105,""carbohydrates"":7.2}"
98,砂肝,2,1,"{""fat"":0.9,""salt"":0,""protein"":9.2,""calories"":43,""carbohydrates"":0}"
99,鶏レバー,2,1,"{""fat"":1.6,""salt"":0.2,""protein"":9.4,""calories"":50,""carbohydrates"":0.3}"
100,牛ひき肉,2,1,"{""fat"":7,""salt"":0,""protein"":8.6,""calories"":136,""carbohydrates"":10.6}"
101,豚ひき肉,2,1,"{""fat"":7.8,""salt"":0,""protein"":8.8,""calories"":118,""carbohydrates"":8.6}"
102,鶏ひき肉,2,1,"{""fat"":7.2,""salt"":0,""protein"":8.8,""calories"":93,""carbohydrates"":6}"
103,豚ロース肉,2,1,"{""fat"":8.4,""salt"":0,""protein"":9.7,""calories"":131.5,""carbohydrates"":9.6}"
104,豚もも肉,2,1,"{""fat"":8.4,""salt"":0,""protein"":10.3,""calories"":91.5,""carbohydrates"":5.1}"
105,豚バラ肉,2,1,"{""fat"":6.3,""salt"":0,""protein"":7.2,""calories"":197.5,""carbohydrates"":17.7}"
106,豚ヒレ肉,2,1,"{""fat"":9.1,""salt"":0,""protein"":11.1,""calories"":65,""carbohydrates"":1.9}"
107,豚レバー,2,1,"{""fat"":1.7,""salt"":0.1,""protein"":10.2,""calories"":57,""carbohydrates"":1.3}"
108,豚もつ,2,1,"{""fat"":6.9,""salt"":0,""protein"":5.8,""calories"":83,""carbohydrates"":0}"
109,牛バラ肉,2,1,"{""fat"":4.8,""salt"":0,""protein"":5.5,""calories"":258.5,""carbohydrates"":25}"
110,牛ヒレ肉,2,1,"{""fat"":8.3,""salt"":0,""protein"":9.6,""calories"":111.5,""carbohydrates"":7.5}"
111,牛もも肉,2,1,"{""fat"":8.1,""salt"":0,""protein"":9.6,""calories"":129.5,""carbohydrates"":9.3}"
112,牛ロース肉,2,1,"{""fat"":5.9,""salt"":0,""protein"":6.9,""calories"":205.5,""carbohydrates"":18.7}"
113,牛タン,2,1,"{""fat"":6,""salt"":0,""protein"":6.7,""calories"":178,""carbohydrates"":15.9}"
114,牛レバー,2,1,"{""fat"":1.9,""salt"":0.3,""protein"":9.8,""calories"":60,""carbohydrates"":1.9}"
115,鶏皮,2,1,"{""fat"":3.3,""salt"":0,""protein"":4.7,""calories"":246,""carbohydrates"":24.1}"
116,ラム肉,2,1,"{""fat"":6.7,""salt"":0,""protein"":7.8,""calories"":155,""carbohydrates"":12.9}"
117,鴨肉,2,1,"{""fat"":9.9,""salt"":0,""protein"":11.8,""calories"":64,""carbohydrates"":1.5}"
118,ベーコン,2,1,"{""fat"":5.2,""salt"":0,""protein"":6.5,""calories"":202.5,""carbohydrates"":19.6}"
119,ソーセージ,2,1,"{""fat"":6,""salt"":0,""protein"":7,""calories"":139.5,""carbohydrates"":12.2}"
120,ハム,2,15,"{""fat"":0,""salt"":0,""protein"":5.4,""calories"":63.2,""carbohydrates"":2.7}"
121,チャーシュー,2,1,"{""fat"":4.1,""salt"":1,""protein"":9.7,""calories"":83,""carbohydrates"":2.5}"
122,スパム,2,1,"{""fat"":14.3,""salt"":1.3,""protein"":6.2,""calories"":158,""carbohydrates"":1.1}"
123,コンビーフ,2,1,"{""fat"":8.6,""salt"":0,""protein"":9.9,""calories"":101.5,""carbohydrates"":6.5}"
124,サラミ,2,1,"{""fat"":21,""salt"":0.8,""protein"":13.3,""calories"":234,""carbohydrates"":1.3}"
125,さけ,3,16,"{""fat"":14.3,""salt"":0,""protein"":17.4,""calories"":123.2,""carbohydrates"":5.3}"
126,さば,3,16,"{""fat"":13.9,""salt"":0,""protein"":16.5,""calories"":197.6,""carbohydrates"":13.4}"
127,まぐろ,3,1,"{""fat"":10.1,""salt"":0,""protein"":12.2,""calories"":53,""carbohydrates"":0.2}"
128,サーモン,3,1,"{""fat"":8.5,""salt"":0,""protein"":9.8,""calories"":112,""carbohydrates"":0.1}"
129,ぶり,3,1,"{""fat"":9.1,""salt"":0,""protein"":10.7,""calories"":128.5,""carbohydrates"":8.8}"
130,タラ,3,16,"{""fat"":11.1,""salt"":0,""protein"":14.1,""calories"":61.6,""carbohydrates"":0.2}"
131,たい,3,16,"{""fat"":12.2,""salt"":0,""protein"":14.4,""calories"":99.4,""carbohydrates"":4.1}"
132,カツオ,3,1,"{""fat"":10.1,""salt"":0,""protein"":12.9,""calories"":57,""carbohydrates"":0.3}"
133,かじき,3,16,"{""fat"":14.9,""salt"":0,""protein"":19.2,""calories"":153,""carbohydrates"":7.6}"
134,さんま,3,14,"{""fat"":23.4,""salt"":0,""protein"":26.4,""calories"":445.5,""carbohydrates"":35.4}"
135,イワシ,3,14,"{""fat"":18,""salt"":0,""protein"":21.3,""calories"":136,""carbohydrates"":4.8}"
136,あじ,3,14,"{""fat"":16.4,""salt"":0,""protein"":19.7,""calories"":126,""carbohydrates"":4.5}"
137,ししゃも,3,14,"{""fat"":2.6,""salt"":0,""protein"":3.1,""calories"":24.9,""carbohydrates"":1.2}"
138,かれい,3,14,"{""fat"":69.6,""salt"":0,""protein"":78.4,""calories"":380,""carbohydrates"":5.2}"
139,ひらめ,3,16,"{""fat"":0,""salt"":0,""protein"":16,""calories"":82.4,""carbohydrates"":1.6}"
140,スズキ,3,16,"{""fat"":13.1,""salt"":0,""protein"":15.8,""calories"":98.4,""carbohydrates"":3.4}"
141,ほっけ,3,14,"{""fat"":45.3,""salt"":0,""protein"":51.9,""calories"":345,""carbohydrates"":13.2}"
142,きす,3,16,"{""fat"":6.3,""salt"":0,""protein"":7.4,""calories"":32,""carbohydrates"":0.1}"
143,ムツ,3,16,"{""fat"":14.2,""salt"":0,""protein"":16.7,""calories"":189,""carbohydrates"":12.6}"
144,タチウオ,3,16,"{""fat"":9.9,""salt"":0,""protein"":11.5,""calories"":186.2,""carbohydrates"":14.6}"
145,キンキ,3,16,"{""fat"":19.5,""salt"":0,""protein"":12.2,""calories"":214,""carbohydrates"":0}"
146,にしん,3,14,"{""fat"":23.9,""salt"":0,""protein"":28.7,""calories"":356.4,""carbohydrates"":24.9}"
147,メバル,3,14,"{""fat"":9.2,""salt"":0,""protein"":10.9,""calories"":65.4,""carbohydrates"":2.1}"
148,はも,3,1,"{""fat"":9.3,""salt"":0,""protein"":11.2,""calories"":72,""carbohydrates"":2.6}"
149,カワハギ,3,14,"{""fat"":21.7,""salt"":0,""protein"":26.3,""calories"":112,""carbohydrates"":0.1}"
150,ワカサギ,3,15,"{""fat"":7,""salt"":0,""protein"":8.6,""calories"":46.2,""carbohydrates"":1}"
151,あゆ,3,14,"{""fat"":7.3,""salt"":0,""protein"":9.2,""calories"":50,""carbohydrates"":1.2}"
152,うなぎ,3,1,"{""fat"":7,""salt"":0,""protein"":8.6,""calories"":127.5,""carbohydrates"":9.7}"
153,あなご,3,16,"{""fat"":12.7,""salt"":0,""protein"":15.6,""calories"":144.9,""carbohydrates"":8.4}"
154,いか,3,24,"{""fat"":27.5,""salt"":0,""protein"":37.6,""calories"":174.3,""carbohydrates"":1.7}"
155,たこ,3,1,"{""fat"":5.7,""salt"":0,""protein"":8.2,""calories"":38,""carbohydrates"":0.3}"
156,エビ,3,1,"{""fat"":8.1,""salt"":0,""protein"":9.8,""calories"":45.5,""carbohydrates"":0.3}"
157,甘エビ,3,15,"{""fat"":19.6,""salt"":0,""protein"":23.8,""calories"":104.4,""carbohydrates"":0.4}"
158,伊勢エビ,3,14,"{""fat"":10.3,""salt"":0,""protein"":12.5,""calories"":55.2,""carbohydrates"":0.2}"
159,カニ,3,1,"{""fat"":5.2,""salt"":0,""protein"":7,""calories"":31.5,""carbohydrates"":0.2}"
160,あさり,3,1,"{""fat"":2.3,""salt"":0,""protein"":3,""calories"":15,""carbohydrates"":0.1}"
161,しじみ,3,1,"{""fat"":2.9,""salt"":0,""protein"":3.8,""calories"":32,""carbohydrates"":0.7}"
162,ホタテ,3,1,"{""fat"":4.9,""salt"":0,""protein"":6.8,""calories"":36,""carbohydrates"":0.5}"
163,牡蠣,3,15,"{""fat"":4.6,""salt"":0,""protein"":6.6,""calories"":60,""carbohydrates"":1.4}"
164,貝柱,3,1,"{""fat"":6,""salt"":0,""protein"":8.4,""calories"":44,""carbohydrates"":0.1}"
165,はまぐり,3,1,"{""fat"":2.2,""salt"":0,""protein"":3,""calories"":19.5,""carbohydrates"":0.3}"
166,ムール貝,3,3,"{""fat"":0.2,""salt"":0,""protein"":1.2,""calories"":8,""carbohydrates"":0.4}"
167,あわび,3,3,"{""fat"":6.1,""salt"":0,""protein"":8.6,""calories"":49.6,""carbohydrates"":0.2}"
168,ばか貝,3,1,"{""fat"":4.2,""salt"":0,""protein"":5.5,""calories"":30.5,""carbohydrates"":0.3}"
169,赤貝,3,1,"{""fat"":5.2,""salt"":0,""protein"":6.8,""calories"":37,""carbohydrates"":0.1}"
170,ばい貝,3,3,"{""fat"":2.1,""salt"":0,""protein"":2.9,""calories"":15.7,""carbohydrates"":0.1}"
171,しらす,3,1,"{""fat"":5.7,""salt"":0,""protein"":7.5,""calories"":38,""carbohydrates"":0.7}"
172,たらこ,3,1,"{""fat"":10.3,""salt"":0,""protein"":12,""calories"":70,""carbohydrates"":2.4}"
173,さくらえび,3,1,"{""fat"":0,""salt"":0,""protein"":9.1,""calories"":45.5,""carbohydrates"":0.8}"
174,イクラ,3,1,"{""fat"":0,""salt"":0,""protein"":16.3,""calories"":136,""carbohydrates"":7.8}"
175,とびっこ,3,1,"{""fat"":0.8,""salt"":2.4,""protein"":6,""calories"":42,""carbohydrates"":2.7}"
176,ウニ,3,1,"{""fat"":5.8,""salt"":0,""protein"":8,""calories"":60,""carbohydrates"":2.4}"
177,かずのこ,3,1,"{""fat"":13.4,""salt"":0,""protein"":12.6,""calories"":81,""carbohydrates"":3.4}"
178,しらこ,3,1,"{""fat"":3.6,""salt"":0,""protein"":6.7,""calories"":31,""carbohydrates"":0.4}"
179,ほたるいか,3,1,"{""fat"":3.8,""salt"":0,""protein"":5.9,""calories"":42,""carbohydrates"":1.8}"
180,くらげ,3,1,"{""fat"":0,""salt"":0,""protein"":2.6,""calories"":11,""carbohydrates"":0}"
181,シーフードミックス,3,1,"{""fat"":0.1,""salt"":0.6,""protein"":6.9,""calories"":31,""carbohydrates"":0.1}"
182,ツナ缶,3,12,"{""fat"":0.1,""salt"":1,""protein"":29.2,""calories"":437,""carbohydrates"":0.05}"
183,さば水煮缶,3,12,"{""fat"":34.6,""salt"":0,""protein"":41.8,""calories"":380,""carbohydrates"":21.4}"
184,缶,3,12,"{""fat"":31.32,""salt"":0,""protein"":38.16,""calories"":306,""carbohydrates"":15.3}"
185,ちくわ,3,7,"{""fat"":0.17,""salt"":0.6,""protein"":5.54,""calories"":45,""carbohydrates"":5.59}"
186,かまぼこ,3,7,"{""fat"":15.8,""salt"":0,""protein"":17.4,""calories"":137.75,""carbohydrates"":1.3}"
187,はんぺん,3,8,"{""fat"":0,""salt"":0,""protein"":11.88,""calories"":112.8,""carbohydrates"":1.2}"
188,魚肉ソーセージ,3,7,"{""fat"":9.09,""salt"":0,""protein"":10.35,""calories"":144.9,""carbohydrates"":6.48}"
189,めかぶ,3,15,"{""fat"":0.35,""salt"":0,""protein"":0.45,""calories"":5.5,""carbohydrates"":0.3}"
190,米,4,28,"{""fat"":7.8,""salt"":0,""protein"":9.15,""calories"":537,""carbohydrates"":1.35}"
191,うどん,4,29,"{""fat"":5.06,""salt"":0,""protein"":5.98,""calories"":241.5,""carbohydrates"":0.92}"
192,麺,4,29,"{""fat"":10.58,""salt"":0,""protein"":11.27,""calories"":342.7,""carbohydrates"":1.38}"
193,パスタ,4,1,"{""fat"":3.65,""salt"":0,""protein"":3.9,""calories"":123.5,""carbohydrates"":0.95}"
194,ショートパスタ,4,1,"{""fat"":0.8,""salt"":0.02,""protein"":5.25,""calories"":179,""carbohydrates"":38}"
195,そば,4,29,"{""fat"":8,""salt"":0,""protein"":9.8,""calories"":274,""carbohydrates"":1.9}"
196,食パン,4,8,"{""fat"":4.5,""salt"":0,""protein"":5.58,""calories"":158.4,""carbohydrates"":2.64}"
197,パン,4,3,"{""fat"":3.3,""salt"":0,""protein"":4.2,""calories"":132,""carbohydrates"":1.1}"
198,フランスパン,4,7,"{""fat"":20.16,""salt"":0,""protein"":22.56,""calories"":669.6,""carbohydrates"":3.12}"
199,もち,4,3,"{""fat"":1.8,""salt"":0,""protein"":2,""calories"":117,""carbohydrates"":0.3}"
200,そうめん,4,23,"{""fat"":8.91,""salt"":0,""protein"":9.45,""calories"":342.9,""carbohydrates"":1.08}"
201,春雨,4,11,"{""fat"":0,""salt"":0,""protein"":0.2,""calories"":356,""carbohydrates"":0.4}"
202,小麦粉,4,1,"{""fat"":5.85,""salt"":0,""protein"":6.4,""calories"":164,""carbohydrates"":1.45}"
203,片栗粉,4,1,"{""fat"":0.05,""salt"":0,""protein"":0.05,""calories"":169,""carbohydrates"":40.8}"
204,パン粉,4,1,"{""fat"":4.45,""salt"":0,""protein"":5.5,""calories"":140,""carbohydrates"":2.55}"
205,お好み焼き粉,4,1,"{""fat"":0.8,""salt"":0.7,""protein"":4.1,""calories"":173,""carbohydrates"":37.4}"
206,ホットケーキミックス,4,1,"{""fat"":3.55,""salt"":0,""protein"":3.9,""calories"":182.5,""carbohydrates"":2}"
207,ベーキングパウダー,4,1,"{""fat"":0,""salt"":0,""protein"":0,""calories"":63.5,""carbohydrates"":0.6}"
208,もち米,4,28,"{""fat"":8.4,""salt"":0,""protein"":9.6,""calories"":538.5,""carbohydrates"":1.8}"
209,玄米,4,28,"{""fat"":3.6,""salt"":0,""protein"":4.2,""calories"":247.5,""carbohydrates"":1.5}"
210,そば米,4,28,"{""fat"":12,""salt"":0,""protein"":14.4,""calories"":546,""carbohydrates"":3.75}"
211,ドライイースト,4,4,"{""fat"":0.61,""salt"":0,""protein"":3.34,""calories"":28,""carbohydrates"":3.88}"
212,ゼラチン,4,4,"{""fat"":9.24,""salt"":0,""protein"":9.64,""calories"":37.84,""carbohydrates"":0.03}"
213,ココア,4,4,"{""fat"":0.79,""salt"":0.01,""protein"":1.11,""calories"":16.26,""carbohydrates"":1.3}"
214,米粉,4,17,"{""fat"":5.9,""salt"":0,""protein"":7.08,""calories"":441.32,""carbohydrates"":0.83}"
215,コーンスターチ,4,17,"{""fat"":0.77,""salt"":0,""protein"":0.11,""calories"":399,""carbohydrates"":94.93}"
216,てんぷら粉,4,17,"{""fat"":1.43,""salt"":0.55,""protein"":9.68,""calories"":371,""carbohydrates"":83.71}"
217,白玉粉,4,17,"{""fat"":6.48,""salt"":0,""protein"":7.56,""calories"":442.8,""carbohydrates"":1.2}"
218,上新粉,4,17,"{""fat"":6.89,""salt"":0,""protein"":8.06,""calories"":470.6,""carbohydrates"":1.17}"
219,雑穀米,4,4,"{""fat"":1.4,""salt"":0,""protein"":2.1,""calories"":57,""carbohydrates"":9.4}"
220,くず,4,17,"{""fat"":0,""salt"":0,""protein"":0.22,""calories"":381.7,""carbohydrates"":0.22}"
221,押し麦,4,17,"{""fat"":2.1,""salt"":0,""protein"":9.31,""calories"":498,""carbohydrates"":109.62}"
222,そば粉,4,17,"{""fat"":0,""salt"":0,""protein"":11.22,""calories"":396,""carbohydrates"":2.97}"
223,玄米粉,4,17,"{""fat"":5.83,""salt"":0,""protein"":7.81,""calories"":434.5,""carbohydrates"":3.19}"
224,塩,5,4,"{""fat"":0,""salt"":18,""protein"":0,""calories"":0,""carbohydrates"":0}"
225,こしょう,5,5,"{""fat"":0.18,""salt"":0,""protein"":0.22,""calories"":7.28,""carbohydrates"":0.12}"
226,砂糖,5,4,"{""fat"":0,""salt"":0,""protein"":0,""calories"":34.56,""carbohydrates"":0}"
227,醤油,5,4,"{""fat"":1.08,""salt"":0,""protein"":1.39,""calories"":12.78,""carbohydrates"":0}"
